cd_telefone,cd_funcionario,tp_telefone,nr_telefone,dt_cadastro
3558,1558,pessoal,171-80-8051,2022-10-13
3559,1559,pessoal,561-07-5300,2022-10-14
3560,1560,pessoal,606-35-0622,2022-10-15
3561,1561,pessoal,243-42-4239,2022-10-16
3562,1562,pessoal,840-94-8578,2022-10-17
3563,1563,pessoal,056-79-1864,2022-10-18
3564,1564,pessoal,164-51-7930,2022-10-19
3565,1565,pessoal,894-89-8646,2022-10-20
3566,1566,pessoal,070-65-9835,2022-10-21
3567,1567,pessoal,479-93-0634,2022-10-22
3568,1568,pessoal,226-60-5570,2022-10-23
3569,1569,pessoal,209-37-4358,2022-10-24
3570,1570,pessoal,826-82-9882,2022-10-25
3571,1571,pessoal,545-21-6764,2022-10-26
3572,1572,pessoal,878-80-5331,2022-10-27
3573,1573,pessoal,295-87-7765,2022-10-28
3574,1574,pessoal,015-63-6213,2022-10-29
3575,1575,pessoal,924-70-4338,2022-10-30
3576,1576,pessoal,604-18-2869,2022-10-31
3577,1577,pessoal,705-26-8890,2022-11-01
3578,1578,pessoal,694-07-4518,2022-11-02
3579,1579,pessoal,644-15-3440,2022-11-03
3580,1580,pessoal,774-39-0289,2022-11-04
3581,1581,pessoal,062-57-9021,2022-11-05
3582,1582,pessoal,673-19-9433,2022-11-06
3583,1583,pessoal,712-15-2171,2022-11-07
3584,1584,pessoal,927-27-4277,2022-11-08
3585,1585,pessoal,641-05-0003,2022-11-09
3586,1586,pessoal,506-82-1038,2022-11-10
3587,1587,pessoal,583-20-1738,2022-11-11
3588,1588,pessoal,659-75-5855,2022-11-12
3589,1589,pessoal,012-69-4708,2022-11-13
3590,1590,pessoal,144-56-5648,2022-11-14
3591,1591,pessoal,950-93-6412,2022-11-15
3592,1592,pessoal,320-68-0160,2022-11-16
3593,1593,pessoal,224-77-1245,2022-11-17
3594,1594,pessoal,956-05-9691,2022-11-18
3595,1595,pessoal,950-91-9035,2022-11-19
3596,1596,pessoal,372-84-9974,2022-11-20
3597,1597,pessoal,831-54-6505,2022-11-21
3598,1598,pessoal,842-94-4847,2022-11-22
3599,1599,pessoal,412-79-6794,2022-11-23
3600,1600,pessoal,435-58-9249,2022-11-24
3601,1601,pessoal,275-25-9382,2022-11-25
3602,1602,pessoal,296-88-1923,2022-11-26
3603,1603,pessoal,746-44-2051,2022-11-27
3604,1604,pessoal,631-26-7195,2022-11-28
3605,1605,pessoal,074-66-2864,2022-11-29
3606,1606,pessoal,526-16-1377,2022-11-30
3607,1607,pessoal,138-35-4073,2022-12-01
3608,1608,pessoal,134-50-0896,2022-12-02
3609,1609,pessoal,126-83-3960,2022-12-03
3610,1610,pessoal,120-96-6373,2022-12-04
3611,1611,pessoal,450-81-1900,2022-12-05
3612,1612,pessoal,318-99-2399,2022-12-06
3613,1613,pessoal,506-50-3241,2022-12-07
3614,1614,pessoal,151-24-2342,2022-12-08
3615,1615,pessoal,066-96-6195,2022-12-09
3616,1616,pessoal,301-06-1486,2022-12-10
3617,1617,pessoal,471-59-6830,2022-12-11
3618,1618,pessoal,718-31-5925,2022-12-12
3619,1619,pessoal,395-40-2641,2022-12-13
3620,1620,pessoal,060-21-9903,2022-12-14
3621,1621,pessoal,201-04-2645,2022-12-15
3622,1622,pessoal,990-44-0705,2022-12-16
3623,1623,pessoal,364-39-6387,2022-12-17
3624,1624,pessoal,807-00-1276,2022-12-18
3625,1625,pessoal,857-99-1072,2022-12-19
3626,1626,pessoal,661-19-1839,2022-12-20
3627,1627,pessoal,085-88-6913,2022-12-21
3628,1628,pessoal,921-61-0818,2022-12-22
3629,1629,pessoal,747-95-6030,2022-12-23
3630,1630,pessoal,908-59-6297,2022-12-24
3631,1631,pessoal,578-64-0722,2022-12-25
3632,1632,pessoal,390-09-5799,2022-12-26
3633,1633,pessoal,099-84-8567,2022-12-27
3634,1634,pessoal,220-18-4256,2022-12-28
3635,1635,pessoal,004-01-3683,2022-12-29
3636,1636,pessoal,745-62-0477,2022-12-30
3637,1637,pessoal,003-02-1547,2022-12-31
3638,1638,pessoal,882-38-4752,2023-01-01
3639,1639,pessoal,105-76-7705,2023-01-02
3640,1640,pessoal,165-57-8722,2023-01-03
3641,1641,pessoal,402-74-1116,2023-01-04
3642,1642,pessoal,284-76-0541,2023-01-05
3643,1643,pessoal,937-58-4367,2023-01-06
3644,1644,pessoal,126-49-0511,2023-01-07
3645,1645,pessoal,541-01-7161,2022-04-02
3646,1646,pessoal,715-46-4901,2022-04-03
3647,1647,pessoal,528-26-8320,2022-04-04
3648,1648,pessoal,558-76-0476,2022-04-05
3649,1649,pessoal,037-67-4164,2022-04-06
3650,1650,pessoal,305-22-1154,2022-04-07
3651,1651,pessoal,007-97-3911,2022-04-08
3652,1652,pessoal,719-58-7994,2022-04-09
3653,1653,pessoal,173-60-6811,2022-04-10
3654,1654,pessoal,213-91-0301,2022-04-11
3655,1655,pessoal,696-55-4244,2022-04-12
3656,1656,pessoal,854-22-4815,2022-04-13
3657,1657,pessoal,482-77-3703,2022-04-14
3658,1658,pessoal,509-25-5780,2022-04-15
3659,1659,pessoal,587-01-9401,2022-04-16
3660,1660,pessoal,058-23-6617,2022-04-17
3661,1661,pessoal,120-15-6625,2022-04-18
3662,1662,pessoal,305-00-6056,2022-04-19
3663,1663,pessoal,667-49-1152,2022-04-20
3664,1664,pessoal,631-64-6308,2022-04-21
3665,1665,pessoal,719-21-0825,2022-04-22
3666,1666,pessoal,311-16-1277,2022-04-23
3667,1667,pessoal,538-69-3224,2022-04-24
3668,1668,pessoal,012-03-4026,2022-04-25
3669,1669,pessoal,707-81-3041,2022-04-26
3670,1670,pessoal,960-73-0162,2022-04-27
3671,1671,pessoal,736-93-0342,2022-04-28
3672,1672,pessoal,990-78-2086,2022-04-29
3673,1673,pessoal,658-63-1647,2022-04-30
3674,1674,pessoal,053-74-7781,2022-05-01
3675,1675,pessoal,810-88-9198,2022-05-02
3676,1676,pessoal,143-90-6171,2022-05-03
3677,1677,pessoal,724-09-9777,2022-05-04
3678,1678,pessoal,869-84-8857,2022-05-05
3679,1679,pessoal,380-68-1309,2022-05-06
3680,1680,pessoal,067-56-7445,2022-05-07
3681,1681,pessoal,238-22-3009,2022-05-08
3682,1682,pessoal,737-79-6937,2022-05-09
3683,1683,pessoal,975-63-1476,2022-05-10
3684,1684,pessoal,082-91-5215,2022-05-11
3685,1685,pessoal,035-71-5309,2022-05-12
3686,1686,pessoal,988-55-1799,2022-05-13
3687,1687,pessoal,801-19-3725,2022-05-14
3688,1688,pessoal,456-02-7568,2022-05-15
3689,1689,pessoal,783-53-8707,2022-05-16
3690,1690,pessoal,367-58-6858,2022-05-17
3691,1691,pessoal,939-53-1298,2022-05-18
3692,1692,pessoal,459-81-2692,2022-05-19
3693,1693,pessoal,661-31-9005,2022-05-20
3694,1694,pessoal,452-30-6536,2022-05-21
3695,1695,pessoal,419-39-1650,2022-05-22
3696,1696,pessoal,075-11-7117,2022-05-23
3697,1697,pessoal,122-35-2006,2022-05-24
3698,1698,pessoal,418-35-7413,2022-05-25
3699,1699,pessoal,033-65-4366,2022-05-26
3700,1700,pessoal,373-51-9829,2022-05-27
3701,1701,pessoal,297-67-1247,2022-05-28
3702,1702,pessoal,453-61-1963,2022-05-29
3703,1703,pessoal,605-48-2164,2022-05-30
3704,1704,pessoal,975-64-3867,2022-05-31
3705,1705,pessoal,511-98-3079,2022-06-01
3706,1706,pessoal,864-30-2628,2022-06-02
3707,1707,pessoal,878-44-2729,2022-06-03
3708,1708,pessoal,856-94-5342,2022-06-04
3709,1709,pessoal,808-24-8501,2022-06-05
3710,1710,pessoal,102-04-6228,2022-06-06
3711,1711,pessoal,776-46-0995,2022-06-07
3712,1712,pessoal,242-06-6927,2022-06-08
3713,1713,pessoal,690-89-5518,2022-06-09
3714,1714,pessoal,360-00-7107,2022-06-10
3715,1715,pessoal,291-50-8200,2022-06-11
3716,1716,pessoal,168-25-8700,2022-06-12
3717,1717,pessoal,432-54-3363,2022-06-13
3718,1718,pessoal,360-41-1241,2022-06-14
3719,1719,pessoal,329-24-5125,2022-06-15
3720,1720,pessoal,895-04-9476,2022-06-16
3721,1721,pessoal,894-94-6070,2022-06-17
3722,1722,pessoal,044-07-9581,2022-06-27
3723,1723,pessoal,900-41-5453,2022-06-28
3724,1724,pessoal,220-71-5322,2022-06-29
3725,1725,pessoal,438-83-5894,2022-06-30
3726,1726,pessoal,039-18-0725,2022-07-01
3727,1727,pessoal,383-46-5998,2022-07-02
3728,1728,pessoal,425-21-9899,2022-07-03
3729,1729,pessoal,905-81-4996,2022-07-04
3730,1730,pessoal,004-44-0040,2022-07-05
3731,1731,pessoal,641-27-2152,2022-07-06
3732,1732,pessoal,811-40-3802,2022-07-07
3733,1733,pessoal,535-98-0094,2022-07-08
3734,1734,pessoal,805-92-2248,2022-07-09
3735,1735,pessoal,566-71-6096,2022-07-10
3736,1736,pessoal,426-02-4034,2022-07-11
3737,1737,pessoal,426-92-9243,2022-07-12
3738,1738,pessoal,998-66-9268,2022-07-13
3739,1739,pessoal,932-54-4057,2022-07-14
3740,1740,pessoal,017-61-9544,2022-07-15
3741,1741,pessoal,549-30-5232,2022-07-16
3742,1742,pessoal,315-57-9084,2022-07-17
3743,1743,pessoal,349-11-1165,2022-07-18
3744,1744,pessoal,600-53-0163,2022-07-19
3745,1745,pessoal,865-32-3222,2022-07-20
3746,1746,pessoal,052-97-3080,2022-07-21
3747,1747,pessoal,466-42-0536,2022-07-22
3748,1748,pessoal,645-28-7519,2022-07-23
3749,1749,pessoal,893-09-0409,2022-07-24
3750,1750,pessoal,641-28-3236,2022-07-25
3751,1751,pessoal,234-85-2503,2022-07-26
3752,1752,pessoal,825-22-4375,2022-07-27
3753,1753,pessoal,116-33-5669,2022-07-28
3754,1754,pessoal,516-99-1252,2022-07-29
3755,1755,pessoal,018-63-1068,2022-07-30
3756,1756,pessoal,997-52-1197,2022-07-31
3757,1757,pessoal,232-93-2058,2022-08-01
3758,1758,pessoal,195-05-8165,2022-08-02
3759,1759,pessoal,249-90-2011,2022-08-03
3760,1760,pessoal,241-53-4749,2022-08-04
3761,1761,pessoal,814-31-0226,2022-08-05
3762,1762,pessoal,282-18-2484,2022-08-06
3763,1763,pessoal,670-72-4208,2022-08-07
3764,1764,pessoal,563-00-5128,2022-08-08
3765,1765,pessoal,906-22-4463,2022-08-09
3766,1766,pessoal,206-38-9709,2022-08-10
3767,1767,pessoal,252-66-2174,2022-08-11
3768,1768,pessoal,449-16-2619,2022-08-12
3769,1769,pessoal,120-85-9739,2022-08-13
3770,1770,pessoal,922-18-8495,2022-08-14
3771,1771,pessoal,803-82-0082,2022-08-15
3772,1772,pessoal,832-91-7890,2022-08-16
3773,1773,pessoal,690-81-9758,2022-08-17
3774,1774,pessoal,473-76-6874,2022-08-18
3775,1775,pessoal,733-92-5604,2022-08-19
3776,1776,pessoal,807-98-8854,2022-08-20
3777,1777,pessoal,884-26-0848,2022-08-21
3778,1778,pessoal,456-84-8319,2022-08-22
3779,1779,pessoal,878-66-7453,2022-08-23
3780,1780,pessoal,227-64-4738,2022-08-24
3781,1781,pessoal,631-31-5156,2022-08-25
3782,1782,pessoal,358-21-5960,2022-08-26
3783,1783,pessoal,525-39-0773,2022-08-27
3784,1784,pessoal,309-43-1056,2022-08-28
3785,1785,pessoal,603-42-5022,2022-08-29
3786,1786,pessoal,584-01-4191,2022-08-30
3787,1787,pessoal,555-50-9615,2022-08-31
3788,1788,pessoal,813-26-6768,2022-09-01
3789,1789,pessoal,838-24-0659,2022-09-02
3790,1790,pessoal,154-70-4666,2022-09-03
3791,1791,pessoal,053-47-9056,2022-09-04
3792,1792,pessoal,542-37-7332,2022-09-05
3793,1793,pessoal,248-61-8175,2022-09-06
3794,1794,pessoal,952-29-0206,2022-09-07
3795,1795,pessoal,813-15-0884,2022-09-08
3796,1796,pessoal,165-03-6944,2022-09-09
3797,1797,pessoal,240-57-0690,2022-09-10
3798,1798,pessoal,893-11-8197,2022-09-11
3799,1799,pessoal,192-60-5390,2022-09-12
3800,1800,pessoal,332-49-9459,2022-09-13
3801,1801,pessoal,489-37-5352,2022-09-14
3802,1802,pessoal,532-78-9929,2022-09-15
3803,1803,pessoal,226-59-9407,2022-09-16
3804,1804,pessoal,011-05-9584,2022-09-17
3805,1805,pessoal,291-57-9562,2022-09-18
3806,1806,pessoal,457-00-6946,2022-09-19
3807,1807,pessoal,778-97-4833,2022-09-20
3808,1808,pessoal,062-21-9266,2022-09-21
3809,1809,pessoal,100-80-1406,2022-09-22
3810,1810,pessoal,748-63-5119,2022-09-23
3811,1811,pessoal,400-62-1657,2022-09-24
3812,1812,pessoal,082-17-3213,2022-09-25
3813,1813,pessoal,203-17-7688,2022-09-26
3814,1814,pessoal,226-39-8553,2022-09-27
3815,1815,pessoal,842-05-9380,2022-09-28
3816,1816,pessoal,738-14-5813,2022-09-29
3817,1817,pessoal,769-30-9254,2022-09-30
3818,1818,pessoal,939-13-5073,2022-10-01
3819,1819,pessoal,514-32-9810,2022-10-02
3820,1820,pessoal,879-80-0726,2022-10-03
3821,1821,pessoal,855-86-8476,2022-10-04
3822,1822,pessoal,818-35-1232,2022-10-05
3823,1823,pessoal,600-68-1654,2022-10-06
3824,1824,pessoal,737-21-4151,2022-10-07
3825,1825,pessoal,300-14-5369,2022-10-08
3826,1826,pessoal,955-02-4180,2022-10-09
3827,1827,pessoal,189-81-1327,2022-10-10
3828,1828,pessoal,105-12-9656,2022-10-11
3829,1829,pessoal,161-77-3192,2022-10-12
3830,1830,pessoal,530-52-1654,2022-10-13
3831,1831,pessoal,054-57-7533,2022-10-14
3832,1832,pessoal,949-11-6536,2022-10-15
3833,1833,pessoal,511-56-3638,2022-10-16
3834,1834,pessoal,796-25-3907,2022-10-17
3835,1835,pessoal,378-39-0044,2022-10-18
3836,1836,pessoal,297-34-4617,2022-10-19
3837,1837,pessoal,244-96-9360,2022-10-20
3838,1838,pessoal,048-87-7971,2022-10-21
3839,1839,pessoal,442-17-7639,2022-10-22
3840,1840,pessoal,918-31-4341,2022-10-23
3841,1841,pessoal,518-30-6193,2022-10-24
3842,1842,pessoal,387-59-4368,2022-10-25
3843,1843,pessoal,974-71-6240,2022-10-26
3844,1844,pessoal,855-79-6306,2022-10-27
3845,1845,pessoal,495-15-5581,2022-10-28
3846,1846,pessoal,101-68-3218,2022-10-29
3847,1847,pessoal,478-04-8678,2022-10-30
3848,1848,pessoal,521-04-6595,2022-10-31
3849,1849,pessoal,478-63-6967,2022-11-01
3850,1850,pessoal,924-83-9697,2022-11-02
3851,1851,pessoal,227-42-2182,2022-11-03
3852,1852,pessoal,664-42-8014,2022-11-04
3853,1853,pessoal,931-31-4284,2022-11-05
3854,1854,pessoal,372-01-5333,2022-11-06
3855,1855,pessoal,001-54-3355,2022-11-07
3856,1856,pessoal,341-58-3911,2022-11-08
3857,1857,pessoal,141-35-3886,2022-11-09
3858,1858,pessoal,372-42-7852,2022-11-10
3859,1859,pessoal,358-40-6807,2022-11-11
3860,1860,pessoal,494-52-9917,2022-11-12
3861,1861,pessoal,413-66-6342,2022-11-13
3862,1862,pessoal,851-60-2283,2022-11-14
3863,1863,pessoal,879-23-1222,2022-11-15
3864,1864,pessoal,971-23-7872,2022-11-16
3865,1865,pessoal,306-56-6885,2022-11-17
3866,1866,pessoal,849-76-2985,2022-11-18
3867,1867,pessoal,849-07-3750,2022-11-19
3868,1868,pessoal,649-39-6974,2022-11-20
3869,1869,pessoal,930-80-6105,2022-11-21
3870,1870,pessoal,241-15-8434,2022-11-22
3871,1871,pessoal,219-24-9947,2022-11-23
3872,1872,pessoal,076-05-7767,2022-11-24
3873,1873,pessoal,398-51-3366,2022-11-25
3874,1874,pessoal,190-12-5119,2022-11-26
3875,1875,pessoal,406-10-1987,2022-11-27
3876,1876,pessoal,116-96-8304,2022-11-28
3877,1877,pessoal,968-97-0492,2022-11-29
3878,1878,pessoal,864-48-5573,2022-11-30
3879,1879,pessoal,445-04-1971,2022-12-01
3880,1880,pessoal,709-50-7656,2022-12-02
3881,1881,pessoal,045-48-4041,2022-12-03
3882,1882,pessoal,768-27-2460,2022-12-04
3883,1883,pessoal,976-83-7592,2022-12-05
3884,1884,pessoal,836-47-4878,2022-12-06
3885,1885,pessoal,166-99-3239,2022-12-07
3886,1886,pessoal,990-68-3343,2022-12-08
3887,1887,pessoal,629-26-7755,2022-12-09
3888,1888,pessoal,562-26-2685,2022-12-10
3889,1889,pessoal,155-21-4558,2022-12-11
3890,1890,pessoal,151-17-7853,2022-12-12
3891,1891,pessoal,180-41-6675,2022-12-13
3892,1892,pessoal,376-99-8353,2022-12-14
3893,1893,pessoal,447-66-5440,2022-12-15
3894,1894,pessoal,816-96-7625,2022-12-16
3895,1895,pessoal,499-18-9925,2022-12-17
3896,1896,pessoal,407-26-3708,2022-12-18
3897,1897,pessoal,870-46-6238,2022-12-19
3898,1898,pessoal,526-43-4437,2022-12-20
3899,1899,pessoal,620-34-6727,2022-12-21
3900,1900,pessoal,164-10-0724,2022-12-22
3901,1901,pessoal,347-10-8227,2022-12-23
3902,1902,pessoal,599-89-2053,2022-12-24
3903,1903,pessoal,361-78-9818,2022-12-25
3904,1904,pessoal,617-43-7360,2022-12-26
3905,1905,pessoal,650-53-9744,2022-12-27
3906,1906,pessoal,486-66-5647,2022-12-28
3907,1907,pessoal,836-58-9316,2022-12-29
3908,1908,pessoal,229-28-3257,2022-12-30
3909,1909,pessoal,625-38-1846,2022-12-31
3910,1910,pessoal,949-50-7539,2023-01-01
3911,1911,pessoal,713-64-1967,2023-01-02
3912,1912,pessoal,338-97-7152,2023-01-03
3913,1913,pessoal,112-06-2826,2023-01-04
3914,1914,pessoal,340-70-4801,2023-01-05
3915,1915,pessoal,659-54-6362,2023-01-06
3916,1916,pessoal,347-65-4836,2023-01-07
3917,1917,pessoal,209-27-0760,2022-04-02
3918,1918,pessoal,274-13-9865,2022-04-03
3919,1919,pessoal,295-05-0544,2022-04-04
3920,1920,pessoal,962-98-0966,2022-04-05
3921,1921,pessoal,587-90-0987,2022-04-06
3922,1922,pessoal,003-51-8663,2022-04-07
3923,1923,pessoal,937-22-6222,2022-04-08
3924,1924,pessoal,276-06-6055,2022-04-09
3925,1925,pessoal,068-32-9286,2022-04-10
3926,1926,pessoal,959-77-1304,2022-04-11
3927,1927,pessoal,863-57-9275,2022-04-12
3928,1928,pessoal,664-40-6434,2022-04-13
3929,1929,pessoal,946-81-3053,2022-04-14
3930,1930,pessoal,021-47-8496,2022-04-15
3931,1931,pessoal,726-17-6819,2022-04-16
3932,1932,pessoal,287-87-9274,2022-04-17
3933,1933,pessoal,158-39-6136,2022-04-18
3934,1934,pessoal,330-95-7649,2022-04-19
3935,1935,pessoal,714-40-2429,2022-04-20
3936,1936,pessoal,814-75-3367,2022-04-21
3937,1937,pessoal,413-40-9273,2022-04-22
3938,1938,pessoal,303-85-3095,2022-04-23
3939,1939,pessoal,742-21-7543,2022-04-24
3940,1940,pessoal,484-72-5652,2022-04-25
3941,1941,pessoal,650-93-5344,2022-04-26
3942,1942,pessoal,422-64-4308,2022-04-27
3943,1943,pessoal,335-70-8374,2022-04-28
3944,1944,pessoal,701-70-4248,2022-04-29
3945,1945,pessoal,239-59-3033,2022-04-30
3946,1946,pessoal,172-64-2580,2022-05-01
3947,1947,pessoal,370-45-1975,2022-05-02
3948,1948,pessoal,581-44-1844,2022-05-03
3949,1949,pessoal,358-52-3882,2022-05-04
3950,1950,pessoal,855-80-0098,2022-05-05
3951,1951,pessoal,734-98-8062,2022-05-06
3952,1952,pessoal,850-71-2191,2022-05-07
3953,1953,pessoal,798-38-9488,2022-05-08
3954,1954,pessoal,466-85-4751,2022-05-09
3955,1955,pessoal,095-07-6385,2022-05-10
3956,1956,pessoal,124-06-2901,2022-05-11
3957,1957,pessoal,355-94-1417,2022-05-12
3958,1958,pessoal,175-68-2211,2022-05-13
3959,1959,pessoal,621-13-7337,2022-05-14
3960,1960,pessoal,100-70-5847,2022-05-15
3961,1961,pessoal,083-65-1983,2022-05-16
3962,1962,pessoal,692-70-5448,2022-05-17
3963,1963,pessoal,902-08-2667,2022-05-18
3964,1964,pessoal,282-54-7735,2022-05-19
3965,1965,pessoal,320-69-1245,2022-05-20
3966,1966,pessoal,652-96-0227,2022-05-21
3967,1967,pessoal,597-85-2625,2022-05-22
3968,1968,pessoal,394-35-4478,2022-05-23
3969,1969,pessoal,956-15-2175,2022-05-24
3970,1970,pessoal,718-59-3756,2022-05-25
3971,1971,pessoal,792-13-8686,2022-05-26
3972,1972,pessoal,951-56-6884,2022-05-27
3973,1973,pessoal,624-47-4859,2022-05-28
3974,1974,pessoal,874-19-7955,2022-05-29
3975,1975,pessoal,040-19-7885,2022-05-30
3976,1976,pessoal,225-66-3158,2022-05-31
3977,1977,pessoal,978-38-7183,2022-06-01
3978,1978,pessoal,330-45-0239,2022-06-02
3979,1979,pessoal,619-18-6491,2022-06-03
3980,1980,pessoal,010-85-9667,2022-06-04
3981,1981,pessoal,313-36-8481,2022-06-05
3982,1982,pessoal,584-59-2232,2022-06-06
3983,1983,pessoal,725-71-1788,2022-06-07
3984,1984,pessoal,716-15-2990,2022-06-08
3985,1985,pessoal,369-71-9043,2022-06-09
3986,1986,pessoal,805-48-6554,2022-06-10
3987,1987,pessoal,025-63-0839,2022-06-11
3988,1988,pessoal,525-40-7411,2022-06-12
3989,1989,pessoal,397-93-5590,2022-06-13
3990,1990,pessoal,302-87-6850,2022-06-14
3991,1991,pessoal,451-00-2743,2022-06-15
3992,1992,pessoal,177-86-1410,2022-06-16
3993,1993,pessoal,135-41-2008,2022-06-17
3994,1994,pessoal,836-04-6211,2022-06-18
3995,1995,pessoal,023-81-9951,2022-06-19
3996,1996,pessoal,033-67-5986,2022-06-20
3997,1997,pessoal,951-65-5277,2022-06-21
3998,1998,pessoal,376-65-7643,2022-06-22
3999,1999,pessoal,430-89-8487,2022-06-23
4000,2000,pessoal,665-82-1359,2022-06-24
4001,1001,comercial,902-94-1614,2022-06-25
4002,1974,comercial,803-01-2782,2022-06-26
4003,1975,comercial,758-71-8387,2022-06-27
4004,1976,comercial,567-76-2933,2022-06-28
4005,1977,comercial,324-73-5904,2022-06-29
4006,1978,comercial,617-49-8326,2022-06-30
4007,1979,comercial,927-79-3996,2022-07-01
4008,1980,comercial,206-77-9260,2022-07-02
4009,1981,comercial,869-61-8450,2022-07-03
4010,1982,comercial,603-48-3872,2022-07-04
4011,1983,comercial,155-72-3650,2022-07-05
4012,1984,comercial,283-15-5091,2022-07-06
4013,1985,comercial,171-51-9907,2022-07-07
4014,1986,comercial,587-16-9425,2022-07-08
4015,1987,comercial,973-39-8898,2022-07-09
4016,1988,comercial,097-15-9149,2022-07-10
4017,1989,comercial,647-35-3306,2022-07-11
4018,1990,comercial,466-79-6585,2022-07-12
4019,1991,comercial,864-58-9594,2022-07-13
4020,1992,comercial,809-63-5075,2022-07-14
4021,1993,comercial,593-16-2721,2022-07-15
4022,1994,comercial,699-15-7007,2022-07-16
4023,1995,comercial,565-43-8935,2022-07-17
4024,1996,comercial,014-33-0613,2022-07-18
4025,1997,comercial,407-41-2223,2022-07-19
4026,1998,comercial,686-12-9023,2022-07-20
4027,1999,comercial,647-17-1142,2022-07-21
4028,2000,comercial,265-01-7339,2022-07-22
